66646 GFF lines processed.
file_1_file_1_g1445.t1.exon18	1	1	0	1	0	0	0	0
file_1_file_1_g1445.t1.exon19	0	1	0	2	0	0	0	0
file_1_file_1_g1445.t1.exon2	13	68	2	73	0	0	28	27
file_1_file_1_g1445.t1.exon20	3	13	0	17	0	0	0	0
file_1_file_1_g1445.t1.exon3	0	0	0	1	0	0	0	0
file_1_file_1_g1445.t1.exon4	4	2	1	9	1	0	7	2
file_1_file_1_g1445.t1.exon5	1	5	0	5	0	0	0	8
file_1_file_1_g1445.t1.exon6	0	0	1	0	0	0	0	0
file_1_file_1_g1445.t1.exon7	6	54	18	81	21	2	6	64
file_1_file_1_g1445.t1.exon8	29	89	43	162	43	0	22	219
file_1_file_1_g1445.t1.exon9	2	0	0	1	0	0	0	3
file_1_file_1_g1446.t1.exon1	4	0	0	0	0	0	0	0
file_1_file_1_g1446.t1.exon2	4	0	0	0	0	0	0	0
file_1_file_1_g1447.t1.exon1	5	0	0	0	0	0	0	0
file_1_file_1_g1448.t1.exon1	8	0	0	0	0	0	0	0
file_1_file_1_g1448.t1.exon2	9	0	1	0	0	0	0	0
file_1_file_1_g1448.t1.exon3	2	0	0	0	0	0	0	0
file_1_file_1_g1448.t1.exon4	3	1	1	0	0	0	0	0
file_1_file_1_g1448.t1.exon5	1	0	1	0	0	0	0	0
file_1_file_1_g1448.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g1449.t1.exon1	84	76	83	141	193	2	375	598
file_1_file_1_g145.t1.exon1	14	3	23	8	7	4	28	0
file_1_file_1_g145.t1.exon2	22	9	16	9	14	1	50	0
file_1_file_1_g145.t1.exon3	17	11	27	17	18	5	129	0
file_1_file_1_g1450.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1450.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1450.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1450.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g1450.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1450.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1450.t2.exon3	1	1	1	2	0	0	0	0
file_1_file_1_g1450.t2.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g1450.t2.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g1451.t1.exon1	1	15	4	27	0	0	6	13
file_1_file_1_g1451.t1.exon10	0	0	0	1	0	0	0	2
file_1_file_1_g1451.t1.exon11	3	2	1	2	0	0	0	1
file_1_file_1_g1451.t1.exon12	6	4	3	7	0	0	0	0
file_1_file_1_g1451.t1.exon13	6	12	1	12	0	0	1	13
file_1_file_1_g1451.t1.exon14	4	12	4	8	15	0	9	13
file_1_file_1_g1451.t1.exon15	59	46	79	76	278	0	141	293
file_1_file_1_g1451.t1.exon2	0	1	0	2	0	0	0	6
file_1_file_1_g1451.t1.exon3	4	3	1	2	0	0	0	1
file_1_file_1_g1451.t1.exon4	0	1	0	1	0	0	0	0
file_1_file_1_g1451.t1.exon5	0	1	1	1	0	0	0	1
file_1_file_1_g1451.t1.exon6	1	1	0	0	0	0	0	0
file_1_file_1_g1451.t1.exon7	1	1	0	1	0	0	1	3
file_1_file_1_g1451.t1.exon8	1	2	1	0	0	0	0	1
file_1_file_1_g1451.t1.exon9	0	0	0	0	0	0	0	2
file_1_file_1_g1452.t1.exon1	1	2	1	8	0	0	0	0
file_1_file_1_g1452.t1.exon10	0	1	0	0	0	0	0	0
file_1_file_1_g1452.t1.exon2	0	0	0	2	0	0	0	0
file_1_file_1_g1452.t1.exon3	4	1	1	8	0	0	0	0
file_1_file_1_g1452.t1.exon4	3	0	0	2	0	0	0	0
file_1_file_1_g1452.t1.exon5	2	1	0	2	0	0	0	0
file_1_file_1_g1452.t1.exon6	3	1	0	0	0	0	0	0
file_1_file_1_g1452.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g1452.t1.exon8	9	9	1	14	0	0	1	1
file_1_file_1_g1452.t1.exon9	4	1	0	3	0	0	0	0
file_1_file_1_g1453.t1.exon1	2	2	0	1	0	0	0	0
file_1_file_1_g1453.t1.exon2	0	0	1	0	0	0	0	0
file_1_file_1_g1453.t1.exon3	0	0	3	0	0	0	0	1
file_1_file_1_g1453.t1.exon4	10	3	0	3	0	1	0	1
file_1_file_1_g1453.t1.exon5	0	1	0	0	0	0	0	0
file_1_file_1_g1453.t1.exon6	3	1	0	1	0	0	0	0
file_1_file_1_g1453.t1.exon7	3	0	0	1	0	0	0	0
file_1_file_1_g1453.t1.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g1453.t1.exon9	7	2	3	4	0	0	1	0
file_1_file_1_g1454.t1.exon1	10	18	2	9	0	0	0	0
file_1_file_1_g1454.t1.exon2	0	1	0	2	0	0	0	0
file_1_file_1_g1454.t1.exon3	1	0	0	0	0	0	0	0
file_1_file_1_g1454.t1.exon4	1	4	1	0	0	0	0	0
file_1_file_1_g1454.t1.exon5	4	0	0	1	0	0	0	0
file_1_file_1_g1454.t1.exon6	30	23	5	7	4	0	10	5
file_1_file_1_g1455.t1.exon1	55	74	35	114	64	0	62	156
file_1_file_1_g1456.t1.exon1	4	5	0	5	1	0	0	0
file_1_file_1_g1456.t1.exon10	1	0	2	2	3	0	0	1
file_1_file_1_g1456.t1.exon11	2	0	2	1	10	0	0	1
file_1_file_1_g1456.t1.exon12	5	3	2	2	8	0	0	0
file_1_file_1_g1456.t1.exon2	2	3	0	7	0	0	0	0
file_1_file_1_g1456.t1.exon3	2	0	1	3	0	0	0	0
file_1_file_1_g1456.t1.exon4	2	1	0	0	0	0	0	0
file_1_file_1_g1456.t1.exon5	1	1	0	0	0	0	0	1
file_1_file_1_g1456.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g1456.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g1456.t1.exon8	0	0	0	0	0	0	0	1
file_1_file_1_g1456.t1.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g1457.t1.exon1	8	3	1	3	0	9	0	0
file_1_file_1_g1457.t1.exon2	8	3	6	14	4	7	6	0
file_1_file_1_g1458.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t1.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t1.exon11	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t1.exon12	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t1.exon13	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t1.exon14	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t1.exon15	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t1.exon16	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t1.exon17	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t1.exon18	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t1.exon19	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t1.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t1.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t2.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t2.exon11	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t2.exon12	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t2.exon13	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t2.exon14	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t2.exon15	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t2.exon16	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t2.exon17	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t2.exon18	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t2.exon19	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t2.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t2.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t2.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t2.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t2.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t2.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t2.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t3.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t3.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t3.exon11	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t3.exon12	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t3.exon13	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t3.exon14	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t3.exon15	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t3.exon16	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t3.exon17	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t3.exon18	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t3.exon19	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t3.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t3.exon20	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t3.exon21	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t3.exon22	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t3.exon23	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t3.exon24	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t3.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t3.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t3.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t3.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t3.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t3.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t3.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon11	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon12	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon13	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon14	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon15	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon16	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon17	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon18	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon19	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon20	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon21	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon22	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon23	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon24	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon25	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon26	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t4.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t5.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t5.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t5.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t5.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t5.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t5.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t5.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t5.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g1458.t5.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g1459.t1.exon1	6	4	2	0	0	2	0	0
file_1_file_1_g146.t1.exon1	213	108	296	193	178	0	660	513
file_1_file_1_g146.t1.exon10	1	0	0	0	0	0	0	0
file_1_file_1_g146.t1.exon11	1	4	3	5	0	0	0	0
file_1_file_1_g146.t1.exon12	3	2	0	1	1	0	0	1
file_1_file_1_g146.t1.exon13	4	2	5	12	3	0	1	20
file_1_file_1_g146.t1.exon14	11	10	14	11	5	0	17	31
file_1_file_1_g146.t1.exon2	42	5	34	19	21	0	265	11
file_1_file_1_g146.t1.exon3	2	0	4	0	0	0	27	5
file_1_file_1_g146.t1.exon4	1	0	2	0	0	0	17	1
file_1_file_1_g146.t1.exon5	369	113	406	230	453	4	1911	599
file_1_file_1_g146.t1.exon6	28	4	48	12	28	0	181	102
file_1_file_1_g146.t1.exon7	16	4	16	1	1	0	267	8
file_1_file_1_g146.t1.exon8	11	5	5	16	6	0	4	9
file_1_file_1_g146.t1.exon9	2	1	0	0	0	0	0	0
file_1_file_1_g1460.t1.exon1	2	1	1	1	0	0	0	0
file_1_file_1_g1461.t1.exon1	0	0	0	0	0	2	0	0
file_1_file_1_g1462.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1462.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1462.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1463.t1.exon1	0	1	0	0	0	0	0	0
file_1_file_1_g1463.t1.exon2	3	0	0	0	0	0	0	0
file_1_file_1_g1463.t1.exon3	1	1	1	0	0	0	0	0
file_1_file_1_g1463.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g1463.t1.exon5	807	109	1790	367	0	6993	0	0
file_1_file_1_g1463.t1.exon6	22238	671	33981	2310	6	22351	3	0
file_1_file_1_g1464.t1.exon1	5	0	0	0	0	0	0	0
file_1_file_1_g1464.t1.exon2	2	0	0	0	0	0	0	0
file_1_file_1_g1465.t1.exon1	1	0	1	0	0	0	0	0
file_1_file_1_g1465.t1.exon2	1	1	3	0	0	0	0	0
file_1_file_1_g1466.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1466.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1466.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1466.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g1466.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g1466.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g1466.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g1466.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1466.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1466.t2.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1466.t2.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g1466.t2.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g1466.t2.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g1466.t2.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g1467.t1.exon1	30	10	27	14	5	24	5	0
file_1_file_1_g1468.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1468.t1.exon2	2	1	0	0	0	0	0	1
file_1_file_1_g1468.t1.exon3	10	2	13	5	0	13	7	1
file_1_file_1_g1468.t1.exon4	1	0	0	0	0	8	0	0
file_1_file_1_g1468.t1.exon5	9	2	3	2	0	5	0	0
file_1_file_1_g1468.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1468.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1469.t1.exon1	11	2	12	3	0	16	0	0
file_1_file_1_g1469.t1.exon2	1	0	0	0	0	2	0	0
file_1_file_1_g1469.t1.exon3	3	2	0	0	0	4	0	0
file_1_file_1_g1469.t1.exon4	0	0	1	0	0	2	0	0
file_1_file_1_g1469.t1.exon5	9	5	2	2	0	19	0	0
file_1_file_1_g147.t1.exon1	0	5	0	4	0	0	0	0
file_1_file_1_g147.t1.exon2	19	100	1	134	0	0	0	0
file_1_file_1_g1470.t1.exon1	9	1	8	0	4	21	0	0
file_1_file_1_g1471.t1.exon1	6	4	4	2	3	9	0	0
file_1_file_1_g1472.t1.exon1	3	0	0	0	0	0	0	1
file_1_file_1_g1472.t1.exon2	2	0	0	1	0	0	1	1
file_1_file_1_g1472.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1472.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g1472.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g1472.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g1472.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g1472.t1.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g1473.t1.exon1	22	14	9	21	5	21	3	2
file_1_file_1_g1473.t1.exon2	11	9	3	3	3	2	1	1
file_1_file_1_g1473.t1.exon3	20	20	18	30	5	47	11	6
file_1_file_1_g1473.t1.exon4	49	29	22	38	5	29	6	0
file_1_file_1_g1474.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1474.t1.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g1474.t1.exon11	0	0	0	0	0	0	0	0
file_1_file_1_g1474.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1474.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1474.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g1474.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g1474.t1.exon6	0	0	1	0	0	0	0	0
file_1_file_1_g1474.t1.exon7	0	0	0	1	0	0	0	0
file_1_file_1_g1474.t1.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g1474.t1.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g1475.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1475.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1475.t1.exon3	2	0	0	0	0	0	0	0
file_1_file_1_g1475.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g1476.t1.exon1	5	211	3	387	0	0	0	0
file_1_file_1_g1477.t1.exon1	4	0	0	1	0	0	0	0
file_1_file_1_g1477.t1.exon2	3	0	0	0	0	0	0	0
file_1_file_1_g1477.t1.exon3	3	0	0	0	0	0	0	0
file_1_file_1_g1477.t1.exon4	1	0	0	0	0	0	0	0
file_1_file_1_g1478.t1.exon1	37	7	9	0	0	0	0	0
file_1_file_1_g1478.t1.exon10	11	0	3	0	0	0	0	0
file_1_file_1_g1478.t1.exon2	12	2	1	0	0	0	0	0
file_1_file_1_g1478.t1.exon3	8	1	4	0	0	0	0	0
file_1_file_1_g1478.t1.exon4	21	4	2	0	0	0	0	0
file_1_file_1_g1478.t1.exon5	7	3	0	1	0	0	0	0
file_1_file_1_g1478.t1.exon6	7	1	1	0	0	0	0	0
file_1_file_1_g1478.t1.exon7	2	3	0	0	0	0	0	1
file_1_file_1_g1478.t1.exon8	0	0	0	0	0	0	0	1
file_1_file_1_g1478.t1.exon9	7	0	1	0	0	0	0	0
file_1_file_1_g1479.t1.exon1	5	1	2	0	0	0	0	0
file_1_file_1_g1479.t1.exon2	2	1	7	0	0	0	0	0
file_1_file_1_g1479.t1.exon3	3	4	0	3	7	6	18	0
file_1_file_1_g148.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g148.t1.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g148.t1.exon11	0	0	0	0	0	0	0	0
file_1_file_1_g148.t1.exon12	0	0	0	0	0	0	0	0
file_1_file_1_g148.t1.exon13	0	0	0	0	0	0	0	0
file_1_file_1_g148.t1.exon14	0	0	0	0	0	0	0	0
file_1_file_1_g148.t1.exon15	0	0	0	0	0	0	0	0
file_1_file_1_g148.t1.exon16	0	0	0	0	0	0	0	0
file_1_file_1_g148.t1.exon17	0	0	0	0	0	0	0	0
file_1_file_1_g148.t1.exon18	0	0	0	0	0	0	0	0
file_1_file_1_g148.t1.exon19	0	0	0	0	0	0	0	0
file_1_file_1_g148.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g148.t1.exon20	0	0	0	0	0	0	0	0
file_1_file_1_g148.t1.exon21	0	0	0	0	0	0	0	0
file_1_file_1_g148.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g148.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g148.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g148.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g148.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g148.t1.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g148.t1.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g148.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g148.t2.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g148.t2.exon11	0	0	0	0	0	0	0	0
file_1_file_1_g148.t2.exon12	0	0	0	0	0	0	0	0
file_1_file_1_g148.t2.exon13	0	0	0	0	0	0	0	0
file_1_file_1_g148.t2.exon14	0	0	0	0	0	0	0	0
file_1_file_1_g148.t2.exon15	0	0	0	0	0	0	0	0
file_1_file_1_g148.t2.exon16	0	0	0	0	0	0	0	0
file_1_file_1_g148.t2.exon17	0	0	0	0	0	0	0	0
file_1_file_1_g148.t2.exon18	0	0	0	0	0	0	0	0
file_1_file_1_g148.t2.exon19	0	0	0	0	0	0	0	0
file_1_file_1_g148.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g148.t2.exon20	0	0	0	0	0	0	0	0
file_1_file_1_g148.t2.exon21	0	0	0	0	0	0	0	0
file_1_file_1_g148.t2.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g148.t2.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g148.t2.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g148.t2.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g148.t2.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g148.t2.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g148.t2.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g1480.t1.exon1	2	2	0	1	2	0	5	5
file_1_file_1_g1480.t1.exon10	4	0	0	2	0	0	0	0
file_1_file_1_g1480.t1.exon11	1	0	0	0	0	0	0	0
file_1_file_1_g1480.t1.exon12	1	0	0	1	0	0	0	0
file_1_file_1_g1480.t1.exon13	0	0	0	0	0	0	0	0
file_1_file_1_g1480.t1.exon14	2	2	0	2	0	2	0	0
file_1_file_1_g1480.t1.exon2	0	1	0	0	0	0	0	0
file_1_file_1_g1480.t1.exon3	0	0	0	1	0	0	0	0
file_1_file_1_g1480.t1.exon4	5	0	0	0	0	0	0	0
file_1_file_1_g1480.t1.exon5	1	2	0	4	0	0	1	4
file_1_file_1_g1480.t1.exon6	6	0	1	2	0	0	0	2
file_1_file_1_g1480.t1.exon7	5	0	0	0	0	0	0	0
file_1_file_1_g1480.t1.exon8	0	0	1	2	0	0	2	3
file_1_file_1_g1480.t1.exon9	1	1	0	1	0	0	0	1
file_1_file_1_g1481.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t1.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t1.exon11	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t1.exon12	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t1.exon13	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t1.exon14	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t1.exon15	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t1.exon16	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t1.exon17	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t1.exon18	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t1.exon7	2	1	2	0	0	0	0	3
file_1_file_1_g1481.t1.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t1.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t2.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t2.exon11	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t2.exon12	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t2.exon13	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t2.exon14	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t2.exon15	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t2.exon16	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t2.exon17	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t2.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t2.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t2.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t2.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t2.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t2.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g1481.t2.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g1482.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1483.t1.exon1	1	0	0	0	0	0	0	0
file_1_file_1_g1483.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1484.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1484.t1.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g1484.t1.exon11	0	0	0	0	0	0	0	0
file_1_file_1_g1484.t1.exon12	0	0	0	0	0	0	0	0
file_1_file_1_g1484.t1.exon13	0	0	0	0	0	0	0	0
file_1_file_1_g1484.t1.exon14	0	0	0	0	0	0	0	0
file_1_file_1_g1484.t1.exon15	0	0	0	0	0	0	0	0
file_1_file_1_g1484.t1.exon16	0	0	0	0	0	0	0	0
file_1_file_1_g1484.t1.exon17	0	0	0	0	0	0	0	0
file_1_file_1_g1484.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1484.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1484.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g1484.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g1484.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g1484.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g1484.t1.exon8	0	0	0	0	0	0	0	0
